,mass,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_mass,star_mass_error_min,star_mass_error_max
5563,0.0654,0.0138,0.0138,0.24,0.009000000000000001,0.009000000000000001,6.866196,1.4999999999999999e-05,1.4999999999999999e-05,6212.0,127.0,82.0,1.2,0.14,0.18
5569,0.1029,0.0186,0.0186,0.5576,0.0214,0.0214,6.3085044,9e-06,9e-06,5749.0,61.0,61.0,0.97,0.02,0.02
5570,0.005,0.0022,0.0041,0.1035,0.0107,0.0107,0.5481579000000001,6e-07,6e-07,4621.0,50.0,50.0,0.88,0.25,0.25
5575,0.05,0.006,0.006,0.285,0.009000000000000001,0.009000000000000001,23.445,0.001,0.001,5070.0,140.0,140.0,0.8,0.07,0.07
5577,0.10099999999999999,0.016,0.016,0.589,0.009000000000000001,0.009000000000000001,6.753581,7.000000000000001e-06,7.000000000000001e-06,5808.0,40.0,40.0,1.1,0.03,0.03
5581,0.01123,0.00173,0.00173,0.1374,0.009000000000000001,0.009000000000000001,7.188860000000001,7.7e-05,7e-05,5277.0,67.0,67.0,0.74,0.03,0.03
5594,0.1935,0.0293,0.0305,0.5192,0.017,0.017,2.32666508,2.9999999999999997e-05,2.9999999999999997e-05,3957.0,69.0,69.0,0.639,0.023,0.023
5600,0.00909,0.00151,0.00151,0.1802,0.0062,0.0062,1.548352,2e-06,2e-06,4369.0,100.0,100.0,0.85,0.2,0.2
5603,0.0274,0.0085,0.0085,0.2337,0.0143,0.0143,7.0491423,6.3e-06,6.3e-06,6338.0,74.0,144.0,1.24,0.17,0.2
5604,0.0135,0.006,0.006,0.134,0.0107,0.0107,3.04405,1e-05,1e-05,6338.0,74.0,144.0,1.24,0.17,0.2
5609,0.00636,0.00072,0.00072,0.12462999999999999,0.0024100000000000002,0.0024100000000000002,0.4465697,3e-07,3e-07,5326.0,64.0,64.0,0.805,0.03,0.03
5610,0.01866,0.0021100000000000003,0.0021100000000000003,0.2556,0.00366,0.00366,10.778838,1.8e-05,1.8e-05,5326.0,64.0,64.0,0.805,0.03,0.03
5611,0.04194,0.0030800000000000003,0.0030800000000000003,0.2333,0.0054,0.0054,25.71268,0.00011999999999999999,0.00011999999999999999,5326.0,64.0,64.0,0.805,0.03,0.03
5612,0.039,0.0044,0.0044,0.22455,0.0040100000000000005,0.0040100000000000005,77.14399999999999,0.00027,0.00027,5326.0,64.0,64.0,0.805,0.03,0.03
5613,0.0601,0.0085,0.0085,0.207,0.0143,0.0143,433.0,18.0,20.0,5326.0,64.0,64.0,0.805,0.03,0.03
5616,0.063,0.013000000000000001,0.013000000000000001,0.43799999999999994,0.0071,0.0071,47.73022,0.00014,0.00014,5485.0,63.0,63.0,0.905,0.040999999999999995,0.040999999999999995
5619,0.00415,0.0016,0.0028,0.0972,0.0062,0.0062,1.4344555,3.6000000000000003e-06,3.6000000000000003e-06,3325.0,75.0,75.0,0.38,0.02,0.02
5621,0.0116,0.0044,0.0085,0.14497000000000002,0.0116,0.017,4.164753,0.0004,0.0004,3514.0,95.0,95.0,0.337,0.03,0.03
5622,0.034,0.0044,0.0041,0.2391,0.018000000000000002,0.0205,2.627882,5e-06,5e-06,4830.0,50.0,50.0,0.79,0.02,0.05
5626,0.0035,0.0028,0.0104,0.0919,0.0045,0.0045,0.8574347,4.2e-05,4.2e-05,3075.0,75.0,75.0,0.23,0.01,0.01
5631,0.247,0.0311,0.0299,0.5719,0.0143,0.018000000000000002,5.826731099999999,6.8e-06,7.400000000000001e-06,6110.0,100.0,100.0,1.29,0.06,0.07
5633,0.039,0.0053,0.0053,0.2364,0.0134,0.0134,7.501436999999999,6.4e-05,5.6999999999999996e-05,6047.0,50.0,50.0,1.107,0.04,0.04
5634,0.0289,0.006,0.006,0.25,0.0161,0.0161,12.56364,0.00013000000000000002,0.00013000000000000002,6047.0,50.0,50.0,1.107,0.04,0.04
5635,0.0052899999999999996,0.00176,0.0036200000000000004,0.1053,0.0062,0.0062,1.3888725,8.3e-05,8.3e-05,3200.0,75.0,75.0,0.25,0.013000000000000001,0.013000000000000001
5638,0.0485,0.0113,0.0173,0.3354,0.0134,0.0134,5.0988179,4.5e-06,4.5e-06,3708.0,57.0,57.0,0.5770000000000001,0.025,0.025
5640,0.004529999999999999,0.00044,0.00044,0.09626,0.0058,0.0058,0.23818244,1.2e-07,1.2e-07,3421.0,70.0,70.0,0.353,0.015,0.015
5643,0.0036799999999999997,0.0006900000000000001,0.0006900000000000001,0.09448,0.00366,0.00366,0.279221,1e-07,1e-07,3327.0,70.0,70.0,0.26899999999999996,0.012,0.012
5650,0.013999999999999999,0.0022,0.0019,0.2025,0.009000000000000001,0.009000000000000001,2.598902,3e-06,3e-06,3681.0,70.0,70.0,0.514,0.012,0.012
5651,0.011479999999999999,0.0003,0.0003,0.2016,0.009000000000000001,0.009000000000000001,4.6955507,9.5e-06,9.5e-06,3681.0,70.0,70.0,0.514,0.012,0.012
5652,0.0164,0.0164,0.0,0.1713,0.0116,0.0116,7.102726799999999,2.9999999999999997e-05,2.9999999999999997e-05,3681.0,70.0,70.0,0.514,0.012,0.012
5653,0.192,0.0249,0.0249,0.4541,0.0241,0.0241,5.056973,1.8e-05,1.8e-05,5818.93,107.531,107.531,1.047,0.132,0.132
5658,0.0739,0.0104,0.0104,0.4693,0.0152,0.0152,1.977143,3e-06,3e-06,3505.0,32.0,28.0,0.442,0.006999999999999999,0.006999999999999999
5664,0.00406,0.00116,0.003,0.08154,0.004370000000000001,0.00473,9.977219,3.8e-05,4.1e-05,3480.0,135.0,135.0,0.41600000000000004,0.01,0.01
5665,0.0249,0.0057,0.0085,0.23199999999999998,0.0125,0.0125,16.051137,2e-05,2e-05,3480.0,135.0,135.0,0.41600000000000004,0.01,0.01
5666,0.007109999999999999,0.00164,0.0022,0.09573,0.0048200000000000005,0.00526,37.42396,0.00035,0.00039,3480.0,135.0,135.0,0.41600000000000004,0.01,0.01
5669,0.0176,0.0041,0.006,0.1828,0.0071,0.0107,9.531361,1.8e-05,1.8e-05,4622.0,61.0,61.0,0.732,0.027000000000000003,0.027000000000000003
5670,0.0274,0.006,0.0098,0.24100000000000002,0.0071,0.008,51.699059999999996,0.00016999999999999999,0.00016999999999999999,4622.0,61.0,61.0,0.732,0.027000000000000003,0.027000000000000003
5671,0.0236,0.0053,0.0085,0.22071999999999997,0.00732,0.008,84.8396,0.0004,0.00043,4622.0,61.0,61.0,0.732,0.027000000000000003,0.027000000000000003
5673,0.00774,0.0006,0.0006,0.11821,0.00517,0.00517,0.76837931,4e-07,4e-07,3358.0,92.0,92.0,0.38,0.034,0.024
5674,0.0253,0.0016,0.0016,0.2132,0.009000000000000001,0.009000000000000001,12.252284,1.3000000000000001e-05,1.3000000000000001e-05,3358.0,92.0,92.0,0.38,0.034,0.024
5675,0.018000000000000002,0.00022,0.00022,0.1775,0.008,0.00758,4.884765,2.4e-05,1.9e-05,5585.0,60.0,60.0,0.956,0.026000000000000002,0.05
5676,0.033,0.0069,0.0069,0.223,0.009000000000000001,0.009000000000000001,17.46819,2e-05,2e-05,5278.0,63.0,63.0,0.8,0.04,0.04
5678,0.0308,0.00245,0.00245,0.2034,0.0098,0.0098,5.6057,0.0013,0.0013,5450.0,60.0,60.0,0.917,0.027999999999999997,0.027999999999999997
5679,0.02932,0.00321,0.00321,0.2346,0.0107,0.0107,12.2737,0.0077,0.0053,5450.0,60.0,60.0,0.917,0.027999999999999997,0.027999999999999997
5680,0.00777,0.0013,0.0013,0.1213,0.009000000000000001,0.009000000000000001,2.3260155,1e-06,1e-06,3201.0,100.0,100.0,0.22,0.024,0.024
5682,0.01466,0.00305,0.00305,0.165,0.0116,0.0116,8.24664,5.9999999999999995e-05,9e-05,3709.0,70.0,70.0,0.544,0.027999999999999997,0.027999999999999997
5683,0.0217,0.0082,0.0082,0.1829,0.0071,0.0071,15.665323,7e-05,7e-05,3709.0,70.0,70.0,0.544,0.027999999999999997,0.027999999999999997
5685,0.0601,0.0,0.0601,0.24391,0.00758,0.00758,8.0240015,7.699999999999999e-06,7.699999999999999e-06,3370.0,30.0,20.0,0.397,0.01,0.01
5686,0.030430000000000002,0.0025,0.0025,0.1722,0.009000000000000001,0.009000000000000001,2.7970365000000004,3e-06,3e-06,5558.0,100.0,100.0,0.91,0.1,0.1
5689,0.0239,0.0047,0.0047,0.2623,0.0045,0.0045,11.197258999999999,1.8e-05,1.8e-05,4869.0,77.0,77.0,0.7759999999999999,0.036000000000000004,0.036000000000000004
5690,0.0739,0.0076,0.0076,0.2337,0.009000000000000001,0.009000000000000001,34.976145,9e-05,9e-05,4869.0,77.0,77.0,0.7759999999999999,0.036000000000000004,0.036000000000000004
5691,0.058103999999999996,0.00592,0.00579,0.26104,0.017,0.018000000000000002,1.392978,1.7e-05,1.8e-05,4616.0,51.0,51.0,0.69,0.006999999999999999,0.009000000000000001
5692,0.006,0.0019,0.0041,0.1133,0.0062,0.0062,1.04318777,3.24e-05,3.24e-05,3920.0,100.0,100.0,0.61,0.03,0.03
5693,0.01425,0.00271,0.0028899999999999998,0.15202000000000002,0.00598,0.00598,3.81673,1e-05,1e-05,4552.0,154.0,154.0,0.6779999999999999,0.040999999999999995,0.049
5694,0.0302,0.0085,0.0085,0.2308,0.00785,0.00785,8.59545,1e-05,1e-05,4552.0,154.0,154.0,0.6779999999999999,0.040999999999999995,0.049
5696,0.1315,0.0079,0.0079,0.30726,0.01026,0.01401,0.765548,5.3e-05,5.3e-05,5375.3,41.4,41.8,0.929,0.023,0.023
5698,0.012,0.0044,0.0085,0.1481,0.0098,0.0098,14.362565,9e-05,9e-05,4929.0,80.0,80.0,0.758,0.046,0.046
5705,0.050773,0.012709999999999999,0.0129,0.28424,0.01383,0.01383,3.183792,7.000000000000001e-06,7.000000000000001e-06,5626.0,61.0,61.0,0.95,0.01,0.01
5707,2.5989999999999998,2.596,0.0,0.4291,0.018000000000000002,0.018000000000000002,4.32419,2.9999999999999997e-05,2.9999999999999997e-05,4969.0,100.0,100.0,0.88,0.04,0.04
5708,2.501,2.501,0.0,0.5166,0.0161,0.017,10.15643,7.900000000000001e-05,6.9e-05,4969.0,100.0,100.0,0.88,0.04,0.04
5710,0.0286,0.003,0.003,0.24668,0.009000000000000001,0.008,1.8237305,2e-06,2e-06,4435.0,80.0,80.0,0.7340000000000001,0.013999999999999999,0.013999999999999999
5712,0.0027,0.0023,0.0023,0.09689,0.00031,0.00031,1.51087081,5.9999999999999995e-05,5.9999999999999995e-05,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5713,0.00434,0.0019,0.0019,0.09421,0.00031,0.00031,2.4218233,1.7e-06,1.7e-06,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5714,0.0013,0.00085,0.00085,0.0689,0.0027,0.0027,4.0496099999999995,6.3e-05,6.3e-05,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5715,0.002,0.0018,0.0018,0.0819,0.0035,0.0035,6.099615,1.1e-05,1.1e-05,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5716,0.0021,0.00057,0.00057,0.09323,0.0034,0.0034,9.20669,1.4999999999999999e-05,1.4999999999999999e-05,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5717,0.004220000000000001,0.0028,0.0028,0.1005,0.0037,0.0037,12.35294,0.00011999999999999999,0.00011999999999999999,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5718,0.001041,0.000154,0.000176,0.0674,0.003,0.003,20.0,6.0,15.0,2560.0,55.0,55.0,0.08,0.006999999999999999,0.006999999999999999
5775,0.0197,0.00576,0.00579,0.16424,0.0083,0.00839,1.01153624,8.6e-07,9.3e-07,4686.0,99.0,99.0,0.789,0.039,0.039
5800,0.0211,0.0019,0.0019,0.2355,0.0071,0.0071,5.197576000000001,5e-06,5e-06,5325.0,58.0,78.0,0.852,0.021,0.028999999999999998
5804,0.1303,0.0088,0.0088,0.5539999999999999,0.034,0.034,3.8361623,4.8e-07,4.8e-07,4910.0,61.0,61.0,0.8420000000000001,0.052000000000000005,0.052000000000000005
5815,0.102,0.004,0.004,0.6155,0.03,0.03,5.44354215,5e-06,5e-06,6050.0,50.0,50.0,1.19,0.06,0.06
5879,0.04122,0.00472,0.00472,0.319,0.004,0.004,9.03077,0.00016999999999999999,0.00016999999999999999,5552.0,75.0,75.0,1.04,0.03,0.03
5880,0.021490000000000002,0.0020800000000000003,0.0020800000000000003,0.161,0.002,0.002,0.789592,1.2e-05,1.2e-05,5552.0,75.0,75.0,1.04,0.03,0.03
5921,0.0478,0.0142,0.0142,0.174,0.0107,0.0107,1.4468849,2.2e-06,2.2e-06,5314.0,88.0,88.0,0.8420000000000001,0.037000000000000005,0.037000000000000005
5951,0.0197,0.0019,0.0019,0.18227000000000002,0.0062,0.0062,6.001126999999999,2.1e-05,2.1e-05,4716.0,60.0,60.0,0.688,0.016,0.023
